date,state,variable,income
2024,Kedah,mean,2012
2024,Kedah,mean,2146
2024,Kedah,mean,2253
2024,Kedah,mean,2343
2024,Kedah,mean,2418
2024,Kedah,mean,2484
2024,Kedah,mean,2565
2024,Kedah,mean,2622
2024,Kedah,mean,2674
2024,Kedah,mean,2741
2024,Kedah,mean,2809
2024,Kedah,mean,2867
2024,Kedah,mean,2916
2024,Kedah,mean,2979
2024,Kedah,mean,3032
2024,Kedah,mean,3083
2024,Kedah,mean,3137
2024,Kedah,mean,3180
2024,Kedah,mean,3233
2024,Kedah,mean,3282
2024,Kedah,mean,3336
2024,Kedah,mean,3390
2024,Kedah,mean,3444
2024,Kedah,mean,3489
2024,Kedah,mean,3543
2024,Kedah,mean,3589
2024,Kedah,mean,3640
2024,Kedah,mean,3682
2024,Kedah,mean,3726
2024,Kedah,mean,3777
2024,Kedah,mean,3838
2024,Kedah,mean,3896
2024,Kedah,mean,4039
2024,Kedah,mean,4210
2024,Kedah,mean,4340
2024,Kedah,mean,4436
2024,Kedah,mean,4504
2024,Kedah,mean,4585
2024,Kedah,mean,4653
2024,Kedah,mean,4720
2024,Kedah,mean,4799
2024,Kedah,mean,4867
2024,Kedah,mean,4936
2024,Kedah,mean,5011
2024,Kedah,mean,5074
2024,Kedah,mean,5153
2024,Kedah,mean,5220
2024,Kedah,mean,5299
2024,Kedah,mean,5362
2024,Kedah,mean,5437
2024,Kedah,mean,5530
2024,Kedah,mean,5630
2024,Kedah,mean,5709
2024,Kedah,mean,5802
2024,Kedah,mean,5889
2024,Kedah,mean,5946
2024,Kedah,mean,6044
2024,Kedah,mean,6143
2024,Kedah,mean,6292
2024,Kedah,mean,6427
2024,Kedah,mean,6536
2024,Kedah,mean,6635
2024,Kedah,mean,6736
2024,Kedah,mean,6832
2024,Kedah,mean,6919
2024,Kedah,mean,6999
2024,Kedah,mean,7078
2024,Kedah,mean,7190
2024,Kedah,mean,7324
2024,Kedah,mean,7440
2024,Kedah,mean,7564
2024,Kedah,mean,7720
2024,Kedah,mean,7937
2024,Kedah,mean,8297
2024,Kedah,mean,8550
2024,Kedah,mean,8789
2024,Kedah,mean,9011
2024,Kedah,mean,9232
2024,Kedah,mean,9499
2024,Kedah,mean,9732
2024,Kedah,mean,10109
2024,Kedah,mean,10476
2024,Kedah,mean,10823
2024,Kedah,mean,11231
2024,Kedah,mean,11732
2024,Kedah,mean,12266
2024,Kedah,mean,12735
2024,Kedah,mean,13537
2024,Kedah,mean,14564
2024,Kedah,mean,15966
2024,Kedah,mean,18185
2024,Kedah,mean,24912
2024,Kelantan,mean,1259
2024,Kelantan,mean,1388
2024,Kelantan,mean,1486
2024,Kelantan,mean,1547
2024,Kelantan,mean,1601
2024,Kelantan,mean,1664
2024,Kelantan,mean,1739
2024,Kelantan,mean,1802
2024,Kelantan,mean,1882
2024,Kelantan,mean,1966
2024,Kelantan,mean,2046
2024,Kelantan,mean,2105
2024,Kelantan,mean,2168
2024,Kelantan,mean,2223
2024,Kelantan,mean,2281
2024,Kelantan,mean,2336
2024,Kelantan,mean,2380
2024,Kelantan,mean,2420
2024,Kelantan,mean,2481
2024,Kelantan,mean,2524
2024,Kelantan,mean,2561
2024,Kelantan,mean,2615
2024,Kelantan,mean,2657
2024,Kelantan,mean,2699
2024,Kelantan,mean,2749
2024,Kelantan,mean,2796
2024,Kelantan,mean,2844
2024,Kelantan,mean,2894
2024,Kelantan,mean,2944
2024,Kelantan,mean,2991
2024,Kelantan,mean,3033
2024,Kelantan,mean,3080
2024,Kelantan,mean,3124
2024,Kelantan,mean,3184
2024,Kelantan,mean,3248
2024,Kelantan,mean,3311
2024,Kelantan,mean,3360
2024,Kelantan,mean,3396
2024,Kelantan,mean,3444
2024,Kelantan,mean,3494
2024,Kelantan,mean,3547
2024,Kelantan,mean,3603
2024,Kelantan,mean,3648
2024,Kelantan,mean,3690
2024,Kelantan,mean,3742
2024,Kelantan,mean,3795
2024,Kelantan,mean,3859
2024,Kelantan,mean,3927
2024,Kelantan,mean,3983
2024,Kelantan,mean,4049
2024,Kelantan,mean,4113
2024,Kelantan,mean,4167
2024,Kelantan,mean,4233
2024,Kelantan,mean,4297
2024,Kelantan,mean,4371
2024,Kelantan,mean,4447
2024,Kelantan,mean,4511
2024,Kelantan,mean,4588
2024,Kelantan,mean,4662
2024,Kelantan,mean,4728
2024,Kelantan,mean,4811
2024,Kelantan,mean,4892
2024,Kelantan,mean,4973
2024,Kelantan,mean,5060
2024,Kelantan,mean,5141
2024,Kelantan,mean,5244
2024,Kelantan,mean,5346
2024,Kelantan,mean,5417
2024,Kelantan,mean,5499
2024,Kelantan,mean,5564
2024,Kelantan,mean,5653
2024,Kelantan,mean,5747
2024,Kelantan,mean,5841
2024,Kelantan,mean,5968
2024,Kelantan,mean,6168
2024,Kelantan,mean,6331
2024,Kelantan,mean,6445
2024,Kelantan,mean,6580
2024,Kelantan,mean,6749
2024,Kelantan,mean,6921
2024,Kelantan,mean,7111
2024,Kelantan,mean,7361
2024,Kelantan,mean,7638
2024,Kelantan,mean,7868
2024,Kelantan,mean,8147
2024,Kelantan,mean,8427
2024,Kelantan,mean,8741
2024,Kelantan,mean,9055
2024,Kelantan,mean,9429
2024,Kelantan,mean,9734
2024,Kelantan,mean,10099
2024,Kelantan,mean,10679
2024,Kelantan,mean,11241
2024,Kelantan,mean,11796
2024,Kelantan,mean,12597
2024,Kelantan,mean,14033
2024,Kelantan,mean,15314
2024,Kelantan,mean,16723
2024,Kelantan,mean,19188
2024,Kelantan,mean,25672
2024,Melaka,mean,2546
2024,Melaka,mean,2813
2024,Melaka,mean,2899
2024,Melaka,mean,2945
2024,Melaka,mean,3017
2024,Melaka,mean,3082
2024,Melaka,mean,3163
2024,Melaka,mean,3239
2024,Melaka,mean,3316
2024,Melaka,mean,3411
2024,Melaka,mean,3483
2024,Melaka,mean,3565
2024,Melaka,mean,3675
2024,Melaka,mean,3787
2024,Melaka,mean,3892
2024,Melaka,mean,3967
2024,Melaka,mean,4052
2024,Melaka,mean,4111
2024,Melaka,mean,4190
2024,Melaka,mean,4258
2024,Melaka,mean,4347
2024,Melaka,mean,4436
2024,Melaka,mean,4522
2024,Melaka,mean,4593
2024,Melaka,mean,4683
2024,Melaka,mean,4763
2024,Melaka,mean,4837
2024,Melaka,mean,4919
2024,Melaka,mean,5011
2024,Melaka,mean,5076
2024,Melaka,mean,5162
2024,Melaka,mean,5292
2024,Melaka,mean,5353
2024,Melaka,mean,5469
2024,Melaka,mean,5534
2024,Melaka,mean,5615
2024,Melaka,mean,5716
2024,Melaka,mean,5792
2024,Melaka,mean,5842
2024,Melaka,mean,5895
2024,Melaka,mean,5970
2024,Melaka,mean,6034
2024,Melaka,mean,6155
2024,Melaka,mean,6267
2024,Melaka,mean,6365
2024,Melaka,mean,6453
2024,Melaka,mean,6570
2024,Melaka,mean,6702
2024,Melaka,mean,6781
2024,Melaka,mean,6850
2024,Melaka,mean,6944
2024,Melaka,mean,7091
2024,Melaka,mean,7212
2024,Melaka,mean,7325
2024,Melaka,mean,7463
2024,Melaka,mean,7586
2024,Melaka,mean,7693
2024,Melaka,mean,7810
2024,Melaka,mean,7916
2024,Melaka,mean,8031
2024,Melaka,mean,8156
2024,Melaka,mean,8294
2024,Melaka,mean,8452
2024,Melaka,mean,8607
2024,Melaka,mean,8740
2024,Melaka,mean,8883
2024,Melaka,mean,9068
2024,Melaka,mean,9163
2024,Melaka,mean,9293
2024,Melaka,mean,9449
2024,Melaka,mean,9670
2024,Melaka,mean,9864
2024,Melaka,mean,10061
2024,Melaka,mean,10216
2024,Melaka,mean,10362
2024,Melaka,mean,10573
2024,Melaka,mean,10805
2024,Melaka,mean,11011
2024,Melaka,mean,11248
2024,Melaka,mean,11462
2024,Melaka,mean,11906
2024,Melaka,mean,12335
2024,Melaka,mean,12664
2024,Melaka,mean,12805
2024,Melaka,mean,13048
2024,Melaka,mean,13366
2024,Melaka,mean,13788
2024,Melaka,mean,14294
2024,Melaka,mean,14849
2024,Melaka,mean,15197
2024,Melaka,mean,15563
2024,Melaka,mean,16190
2024,Melaka,mean,17186
2024,Melaka,mean,18107
2024,Melaka,mean,18882
2024,Melaka,mean,19861
2024,Melaka,mean,22219
2024,Melaka,mean,25818
2024,Melaka,mean,30438
2024,Melaka,mean,46067
2024,Negeri Sembilan,mean,1219
2024,Negeri Sembilan,mean,1607
2024,Negeri Sembilan,mean,1854
2024,Negeri Sembilan,mean,2017
2024,Negeri Sembilan,mean,2136
2024,Negeri Sembilan,mean,2236
2024,Negeri Sembilan,mean,2351
2024,Negeri Sembilan,mean,2453
2024,Negeri Sembilan,mean,2542
2024,Negeri Sembilan,mean,2628
2024,Negeri Sembilan,mean,2703
2024,Negeri Sembilan,mean,2786
2024,Negeri Sembilan,mean,2867
2024,Negeri Sembilan,mean,2917
2024,Negeri Sembilan,mean,2978
2024,Negeri Sembilan,mean,3036
2024,Negeri Sembilan,mean,3091
2024,Negeri Sembilan,mean,3158
2024,Negeri Sembilan,mean,3222
2024,Negeri Sembilan,mean,3289
2024,Negeri Sembilan,mean,3345
2024,Negeri Sembilan,mean,3413
2024,Negeri Sembilan,mean,3472
2024,Negeri Sembilan,mean,3543
2024,Negeri Sembilan,mean,3604
2024,Negeri Sembilan,mean,3680
2024,Negeri Sembilan,mean,3760
2024,Negeri Sembilan,mean,3817
2024,Negeri Sembilan,mean,3893
2024,Negeri Sembilan,mean,3985
2024,Negeri Sembilan,mean,4055
2024,Negeri Sembilan,mean,4116
2024,Negeri Sembilan,mean,4172
2024,Negeri Sembilan,mean,4242
2024,Negeri Sembilan,mean,4327
2024,Negeri Sembilan,mean,4396
2024,Negeri Sembilan,mean,4475
2024,Negeri Sembilan,mean,4532
2024,Negeri Sembilan,mean,4600
2024,Negeri Sembilan,mean,4661
2024,Negeri Sembilan,mean,4747
2024,Negeri Sembilan,mean,4850
2024,Negeri Sembilan,mean,4943
2024,Negeri Sembilan,mean,5045
2024,Negeri Sembilan,mean,5121
2024,Negeri Sembilan,mean,5195
2024,Negeri Sembilan,mean,5261
2024,Negeri Sembilan,mean,5355
2024,Negeri Sembilan,mean,5464
2024,Negeri Sembilan,mean,5546
2024,Negeri Sembilan,mean,5653
2024,Negeri Sembilan,mean,5737
2024,Negeri Sembilan,mean,5823
2024,Negeri Sembilan,mean,5960
2024,Negeri Sembilan,mean,6084
2024,Negeri Sembilan,mean,6184
2024,Negeri Sembilan,mean,6301
2024,Negeri Sembilan,mean,6398
2024,Negeri Sembilan,mean,6472
2024,Negeri Sembilan,mean,6565
2024,Negeri Sembilan,mean,6686
2024,Negeri Sembilan,mean,6808
2024,Negeri Sembilan,mean,6932
2024,Negeri Sembilan,mean,7068
2024,Negeri Sembilan,mean,7215
2024,Negeri Sembilan,mean,7344
2024,Negeri Sembilan,mean,7469
2024,Negeri Sembilan,mean,7599
2024,Negeri Sembilan,mean,7755
2024,Negeri Sembilan,mean,7907
2024,Negeri Sembilan,mean,8049
2024,Negeri Sembilan,mean,8186
2024,Negeri Sembilan,mean,8299
2024,Negeri Sembilan,mean,8418
2024,Negeri Sembilan,mean,8594
2024,Negeri Sembilan,mean,8780
2024,Negeri Sembilan,mean,8984
2024,Negeri Sembilan,mean,9199
2024,Negeri Sembilan,mean,9366
2024,Negeri Sembilan,mean,9715
2024,Negeri Sembilan,mean,10157
2024,Negeri Sembilan,mean,10456
2024,Negeri Sembilan,mean,10762
2024,Negeri Sembilan,mean,10925
2024,Negeri Sembilan,mean,11159
2024,Negeri Sembilan,mean,11630
2024,Negeri Sembilan,mean,12525
2024,Negeri Sembilan,mean,12868
2024,Negeri Sembilan,mean,13196
2024,Negeri Sembilan,mean,13561
2024,Negeri Sembilan,mean,13884
2024,Negeri Sembilan,mean,14327
2024,Negeri Sembilan,mean,14924
2024,Negeri Sembilan,mean,15786
2024,Negeri Sembilan,mean,16876
2024,Negeri Sembilan,mean,18085
2024,Negeri Sembilan,mean,20190
2024,Negeri Sembilan,mean,22485
2024,Negeri Sembilan,mean,27153
2024,Negeri Sembilan,mean,46722
2024,Pahang,mean,1458
2024,Pahang,mean,1841
2024,Pahang,mean,2014
2024,Pahang,mean,2177
2024,Pahang,mean,2315
2024,Pahang,mean,2412
2024,Pahang,mean,2492
2024,Pahang,mean,2563
2024,Pahang,mean,2647
2024,Pahang,mean,2721
2024,Pahang,mean,2766
2024,Pahang,mean,2815
2024,Pahang,mean,2884
2024,Pahang,mean,2931
2024,Pahang,mean,2987
2024,Pahang,mean,3043
2024,Pahang,mean,3077
2024,Pahang,mean,3114
2024,Pahang,mean,3167
2024,Pahang,mean,3233
2024,Pahang,mean,3283
2024,Pahang,mean,3334
2024,Pahang,mean,3389
2024,Pahang,mean,3435
2024,Pahang,mean,3480
2024,Pahang,mean,3531
2024,Pahang,mean,3568
2024,Pahang,mean,3628
2024,Pahang,mean,3673
2024,Pahang,mean,3738
2024,Pahang,mean,3798
2024,Pahang,mean,3854
2024,Pahang,mean,3918
2024,Pahang,mean,3964
2024,Pahang,mean,4017
2024,Pahang,mean,4078
2024,Pahang,mean,4135
2024,Pahang,mean,4197
2024,Pahang,mean,4249
2024,Pahang,mean,4303
2024,Pahang,mean,4356
2024,Pahang,mean,4416
2024,Pahang,mean,4487
2024,Pahang,mean,4568
2024,Pahang,mean,4645
2024,Pahang,mean,4713
2024,Pahang,mean,4771
2024,Pahang,mean,4823
2024,Pahang,mean,4884
2024,Pahang,mean,4949
2024,Pahang,mean,5008
2024,Pahang,mean,5064
2024,Pahang,mean,5102
2024,Pahang,mean,5160
2024,Pahang,mean,5217
2024,Pahang,mean,5275
2024,Pahang,mean,5335
2024,Pahang,mean,5385
2024,Pahang,mean,5447
2024,Pahang,mean,5519
2024,Pahang,mean,5578
2024,Pahang,mean,5647
2024,Pahang,mean,5719
2024,Pahang,mean,5777
2024,Pahang,mean,5830
2024,Pahang,mean,5898
2024,Pahang,mean,5969
2024,Pahang,mean,6160
2024,Pahang,mean,6303
2024,Pahang,mean,6372
2024,Pahang,mean,6446
2024,Pahang,mean,6506
2024,Pahang,mean,6564
2024,Pahang,mean,6624
2024,Pahang,mean,6717
2024,Pahang,mean,6824
2024,Pahang,mean,6915
2024,Pahang,mean,7019
2024,Pahang,mean,7436
2024,Pahang,mean,7926
2024,Pahang,mean,8180
2024,Pahang,mean,8360
2024,Pahang,mean,8518
2024,Pahang,mean,8764
2024,Pahang,mean,9024
2024,Pahang,mean,9306
2024,Pahang,mean,9584
2024,Pahang,mean,9867
2024,Pahang,mean,10250
2024,Pahang,mean,10653
2024,Pahang,mean,11096
2024,Pahang,mean,11652
2024,Pahang,mean,12059
2024,Pahang,mean,12809
2024,Pahang,mean,13727
2024,Pahang,mean,15029
2024,Pahang,mean,16489
2024,Pahang,mean,18246
2024,Pahang,mean,20651
2024,Pahang,mean,27213
2024,Perak,mean,1186
2024,Perak,mean,1583
2024,Perak,mean,1789
2024,Perak,mean,1926
2024,Perak,mean,2045
2024,Perak,mean,2085
2024,Perak,mean,2121
2024,Perak,mean,2171
2024,Perak,mean,2219
2024,Perak,mean,2267
2024,Perak,mean,2311
2024,Perak,mean,2375
2024,Perak,mean,2446
2024,Perak,mean,2503
2024,Perak,mean,2551
2024,Perak,mean,2606
2024,Perak,mean,2659
2024,Perak,mean,2727
2024,Perak,mean,2797
2024,Perak,mean,2861
2024,Perak,mean,2915
2024,Perak,mean,2974
2024,Perak,mean,3044
2024,Perak,mean,3084
2024,Perak,mean,3123
2024,Perak,mean,3168
2024,Perak,mean,3203
2024,Perak,mean,3251
2024,Perak,mean,3305
2024,Perak,mean,3362
2024,Perak,mean,3416
2024,Perak,mean,3465
2024,Perak,mean,3519
2024,Perak,mean,3582
2024,Perak,mean,3639
2024,Perak,mean,3692
2024,Perak,mean,3750
2024,Perak,mean,3808
2024,Perak,mean,3865
2024,Perak,mean,3935
2024,Perak,mean,4002
2024,Perak,mean,4074
2024,Perak,mean,4142
2024,Perak,mean,4224
2024,Perak,mean,4298
2024,Perak,mean,4357
2024,Perak,mean,4421
2024,Perak,mean,4483
2024,Perak,mean,4556
2024,Perak,mean,4649
2024,Perak,mean,4727
2024,Perak,mean,4819
2024,Perak,mean,4919
2024,Perak,mean,5031
2024,Perak,mean,5112
2024,Perak,mean,5204
2024,Perak,mean,5299
2024,Perak,mean,5375
2024,Perak,mean,5459
2024,Perak,mean,5551
2024,Perak,mean,5657
2024,Perak,mean,5749
2024,Perak,mean,5834
2024,Perak,mean,5920
2024,Perak,mean,6001
2024,Perak,mean,6111
2024,Perak,mean,6265
2024,Perak,mean,6371
2024,Perak,mean,6465
2024,Perak,mean,6571
2024,Perak,mean,6665
2024,Perak,mean,6780
2024,Perak,mean,6870
2024,Perak,mean,6971
2024,Perak,mean,7156
2024,Perak,mean,7367
2024,Perak,mean,7542
2024,Perak,mean,7715
2024,Perak,mean,7859
2024,Perak,mean,8058
2024,Perak,mean,8415
2024,Perak,mean,8707
2024,Perak,mean,8974
2024,Perak,mean,9176
2024,Perak,mean,9432
2024,Perak,mean,9728
2024,Perak,mean,10035
2024,Perak,mean,10384
2024,Perak,mean,10734
2024,Perak,mean,11161
2024,Perak,mean,11806
2024,Perak,mean,12393
2024,Perak,mean,12874
2024,Perak,mean,13730
2024,Perak,mean,14736
2024,Perak,mean,15839
2024,Perak,mean,17001
2024,Perak,mean,18879
2024,Perak,mean,22016
2024,Perak,mean,39798
2024,Perlis,mean,1170
2024,Perlis,mean,1356
2024,Perlis,mean,1564
2024,Perlis,mean,1657
2024,Perlis,mean,1825
2024,Perlis,mean,1994
2024,Perlis,mean,2082
2024,Perlis,mean,2157
2024,Perlis,mean,2269
2024,Perlis,mean,2357
2024,Perlis,mean,2442
2024,Perlis,mean,2512
2024,Perlis,mean,2607
2024,Perlis,mean,2680
2024,Perlis,mean,2740
2024,Perlis,mean,2787
2024,Perlis,mean,2850
2024,Perlis,mean,2919
2024,Perlis,mean,2971
2024,Perlis,mean,3009
2024,Perlis,mean,3066
2024,Perlis,mean,3112
2024,Perlis,mean,3155
2024,Perlis,mean,3197
2024,Perlis,mean,3257
2024,Perlis,mean,3325
2024,Perlis,mean,3411
2024,Perlis,mean,3479
2024,Perlis,mean,3539
2024,Perlis,mean,3598
2024,Perlis,mean,3647
2024,Perlis,mean,3689
2024,Perlis,mean,3734
2024,Perlis,mean,3792
2024,Perlis,mean,3890
2024,Perlis,mean,3941
2024,Perlis,mean,4028
2024,Perlis,mean,4130
2024,Perlis,mean,4193
2024,Perlis,mean,4242
2024,Perlis,mean,4314
2024,Perlis,mean,4371
2024,Perlis,mean,4422
2024,Perlis,mean,4496
2024,Perlis,mean,4579
2024,Perlis,mean,4665
2024,Perlis,mean,4752
2024,Perlis,mean,4813
2024,Perlis,mean,4878
2024,Perlis,mean,4922
2024,Perlis,mean,4986
2024,Perlis,mean,5089
2024,Perlis,mean,5161
2024,Perlis,mean,5215
2024,Perlis,mean,5288
2024,Perlis,mean,5332
2024,Perlis,mean,5372
2024,Perlis,mean,5451
2024,Perlis,mean,5566
2024,Perlis,mean,5647
2024,Perlis,mean,5717
2024,Perlis,mean,5814
2024,Perlis,mean,5861
2024,Perlis,mean,5907
2024,Perlis,mean,5993
2024,Perlis,mean,6120
2024,Perlis,mean,6336
2024,Perlis,mean,6444
2024,Perlis,mean,6526
2024,Perlis,mean,6647
2024,Perlis,mean,6781
2024,Perlis,mean,6887
2024,Perlis,mean,6979
2024,Perlis,mean,7045
2024,Perlis,mean,7208
2024,Perlis,mean,7323
2024,Perlis,mean,7471
2024,Perlis,mean,7665
2024,Perlis,mean,7844
2024,Perlis,mean,7967
2024,Perlis,mean,8036
2024,Perlis,mean,8242
2024,Perlis,mean,8536
2024,Perlis,mean,8840
2024,Perlis,mean,9062
2024,Perlis,mean,9171
2024,Perlis,mean,9391
2024,Perlis,mean,9694
2024,Perlis,mean,9979
2024,Perlis,mean,10303
2024,Perlis,mean,10824
2024,Perlis,mean,11376
2024,Perlis,mean,12079
2024,Perlis,mean,12697
2024,Perlis,mean,13803
2024,Perlis,mean,14837
2024,Perlis,mean,15606
2024,Perlis,mean,16910
2024,Perlis,mean,19041
2024,Perlis,mean,30324
2024,Pulau Pinang,mean,1467
2024,Pulau Pinang,mean,1798
2024,Pulau Pinang,mean,1997
2024,Pulau Pinang,mean,2180
2024,Pulau Pinang,mean,2355
2024,Pulau Pinang,mean,2518
2024,Pulau Pinang,mean,2667
2024,Pulau Pinang,mean,2846
2024,Pulau Pinang,mean,3000
2024,Pulau Pinang,mean,3128
2024,Pulau Pinang,mean,3244
2024,Pulau Pinang,mean,3369
2024,Pulau Pinang,mean,3469
2024,Pulau Pinang,mean,3564
2024,Pulau Pinang,mean,3655
2024,Pulau Pinang,mean,3756
2024,Pulau Pinang,mean,3863
2024,Pulau Pinang,mean,3975
2024,Pulau Pinang,mean,4079
2024,Pulau Pinang,mean,4183
2024,Pulau Pinang,mean,4283
2024,Pulau Pinang,mean,4361
2024,Pulau Pinang,mean,4466
2024,Pulau Pinang,mean,4553
2024,Pulau Pinang,mean,4658
2024,Pulau Pinang,mean,4766
2024,Pulau Pinang,mean,4871
2024,Pulau Pinang,mean,4960
2024,Pulau Pinang,mean,5060
2024,Pulau Pinang,mean,5162
2024,Pulau Pinang,mean,5272
2024,Pulau Pinang,mean,5388
2024,Pulau Pinang,mean,5478
2024,Pulau Pinang,mean,5582
2024,Pulau Pinang,mean,5709
2024,Pulau Pinang,mean,5841
2024,Pulau Pinang,mean,5955
2024,Pulau Pinang,mean,6084
2024,Pulau Pinang,mean,6192
2024,Pulau Pinang,mean,6294
2024,Pulau Pinang,mean,6419
2024,Pulau Pinang,mean,6512
2024,Pulau Pinang,mean,6612
2024,Pulau Pinang,mean,6720
2024,Pulau Pinang,mean,6804
2024,Pulau Pinang,mean,6903
2024,Pulau Pinang,mean,6981
2024,Pulau Pinang,mean,7073
2024,Pulau Pinang,mean,7201
2024,Pulau Pinang,mean,7324
2024,Pulau Pinang,mean,7441
2024,Pulau Pinang,mean,7584
2024,Pulau Pinang,mean,7695
2024,Pulau Pinang,mean,7808
2024,Pulau Pinang,mean,7938
2024,Pulau Pinang,mean,8070
2024,Pulau Pinang,mean,8210
2024,Pulau Pinang,mean,8340
2024,Pulau Pinang,mean,8461
2024,Pulau Pinang,mean,8597
2024,Pulau Pinang,mean,8748
2024,Pulau Pinang,mean,8896
2024,Pulau Pinang,mean,9039
2024,Pulau Pinang,mean,9198
2024,Pulau Pinang,mean,9351
2024,Pulau Pinang,mean,9521
2024,Pulau Pinang,mean,9673
2024,Pulau Pinang,mean,9823
2024,Pulau Pinang,mean,10002
2024,Pulau Pinang,mean,10217
2024,Pulau Pinang,mean,10396
2024,Pulau Pinang,mean,10580
2024,Pulau Pinang,mean,10736
2024,Pulau Pinang,mean,10913
2024,Pulau Pinang,mean,11129
2024,Pulau Pinang,mean,11342
2024,Pulau Pinang,mean,11566
2024,Pulau Pinang,mean,11894
2024,Pulau Pinang,mean,12266
2024,Pulau Pinang,mean,12574
2024,Pulau Pinang,mean,12765
2024,Pulau Pinang,mean,13015
2024,Pulau Pinang,mean,13244
2024,Pulau Pinang,mean,13577
2024,Pulau Pinang,mean,13897
2024,Pulau Pinang,mean,14152
2024,Pulau Pinang,mean,14587
2024,Pulau Pinang,mean,14997
2024,Pulau Pinang,mean,15535
2024,Pulau Pinang,mean,16206
2024,Pulau Pinang,mean,16789
2024,Pulau Pinang,mean,17536
2024,Pulau Pinang,mean,18212
2024,Pulau Pinang,mean,19022
2024,Pulau Pinang,mean,20020
2024,Pulau Pinang,mean,21230
2024,Pulau Pinang,mean,22866
2024,Pulau Pinang,mean,25729
2024,Pulau Pinang,mean,30871
2024,Pulau Pinang,mean,58955
2024,Sabah,mean,1040
2024,Sabah,mean,1329
2024,Sabah,mean,1477
2024,Sabah,mean,1594
2024,Sabah,mean,1702
2024,Sabah,mean,1824
2024,Sabah,mean,1911
2024,Sabah,mean,2004
2024,Sabah,mean,2084
2024,Sabah,mean,2150
2024,Sabah,mean,2220
2024,Sabah,mean,2290
2024,Sabah,mean,2355
2024,Sabah,mean,2419
2024,Sabah,mean,2484
2024,Sabah,mean,2537
2024,Sabah,mean,2588
2024,Sabah,mean,2647
2024,Sabah,mean,2704
2024,Sabah,mean,2761
2024,Sabah,mean,2817
2024,Sabah,mean,2868
2024,Sabah,mean,2926
2024,Sabah,mean,2985
2024,Sabah,mean,3053
2024,Sabah,mean,3120
2024,Sabah,mean,3179
2024,Sabah,mean,3250
2024,Sabah,mean,3331
2024,Sabah,mean,3383
2024,Sabah,mean,3453
2024,Sabah,mean,3513
2024,Sabah,mean,3598
2024,Sabah,mean,3680
2024,Sabah,mean,3750
2024,Sabah,mean,3817
2024,Sabah,mean,3880
2024,Sabah,mean,3950
2024,Sabah,mean,4020
2024,Sabah,mean,4089
2024,Sabah,mean,4160
